text,rating,confidence
"Очень вкусная выпечка\nДружелюбный персонал \nЦена соответствует качеству, хотя все равно очень вкусно
",5,0.75
"Хороший магазин в центре города. Широкий ассортимент продуктов питания на разный бюджет. Но цены чуть выше среднего по сравнению с большинством других супермаркетов. Очень хорошая выкладка в отделе готовой продукции. Единственный недостаток убрали кассу с кассиром и поставили 4 устройства для самообслуживания. В пиковые часы очень большие очереди на оставшихся кассах...
",4,0.75
"Персонал просто супер, атмосфера приятная. Если купить мороженое и комплектующие для бутербродов. Буду помнить всегда)) кофе круто делают. \n
",5,0.75
"ЖД вокзал в Новороссийске это ужас. Для пассажиров, которые очень часто едут с большими чемоданами, сумками очень мало места для прохода и ожидания. Но самый ужас начинается, если поезд стоит на посадке или высадке, а в это время пути у вокзала заняты другими составами. Единственный вариант прохода через мост над путями. Даже для молодых здоровых людей с багажом это непросто. А для пожилых и людей с ограниченными возможностями это - просто пытка, испытание на выживание. \n
",1,0.75
"Очень приятное кафе. Вкусная кухня, все по домашнему. Приятная обстановка просто посидеть с чашечкой кофе, под вкусный кусочек тортика. Очень вкусные торты. Цены на уровне, средние.  Обслуживают приятные девушки
",5,0.75
"Отличный центр для восстановления здоровья. Оснащен новейшим оборудованием. Коллектив специалистов большие профессионалы очень внимательно относятся к каждому пациенту. Кроме того центр набирает обороты , уже можно пройти лечение Магнитом и УВТ, посетить кабинет массажа. 👍👍👍Замечательно что появился такой центр в нашем городе. 
",5,0.75
"Все очень хорошо. Правда) ну вот если бы ещё в номерах появились стиральные машины, прям вообще был бы класс 👍🏼))
",4,0.75
"Потапыч – кафе доступное для всех. Пицца отдается быстро, минуты за 4, цены демократичные, очень дешево. Людей всегда много, но это не влияет на скорость.
",5,0.75
"Очень хорошая парикмахерская ,был у Васиной Анастасии ,настоящий профессионал 👏👍\n
",5,0.75
"Хороший бассейн, но выше всех похвал тренер. Анастасия Васильева. Очень чуткий и компетентеный педагог. Индивидуальные занятия с ней у моего ребёнка прошли максимально продуктивно
",5,0.75
"Хороший магазин , цены порадовали. Можно подобрать мебель на любой вкус и кошелек. Приобрел тут горизонтальный шкаф Ницца, очень подходящий по стенку. Спасибо консультантам за помощь.
",5,0.75
"Отличный песочный пляж, оборудованный всем необходимым (лежаки, кабинки для переодевания, туалеты, пост спасателей и медицинский пункт, кафешки, мороженое и так далее). Здесь приятно даже просто посидеть, подышать чистым влажным воздухом, полюбоваться на воды озера, на лодочки под парусами на его водной глади, на чаек и уток. Всей семьёй в выходные тут можно отдыхать целый день, если будет жаркая погода и удастся искупаться и позагорать. 
",5,0.75
"Заказали 2 капучино 0.3 с собой, очень долго ждали (хотя загруженность была маленькая), ждали минут 20, потом увидели, что выдают заказ уже тем, кто заказывал после нас. Стояли на выдаче,и только спустя 20 минут бариста уточнила, какой у нас заказ, мы сообщили, оказалось, что после приема заказа, наш заказ даже не передали на приготовление. \nОчень хотели попробовать кофе в данной сети кофеен, но увы, теперь больше не придём.
",2,0.75
"Пришел посмотреть оговоренную плитку, хотел купить. Заметил, что они при изготовлении нарушают гост. Плитка сыпется и цены не как на сайте.\nПо телефону и на сайте цены одни, все дороже.  По этой цене лучше купить в крупном магазине где будет гарантия.  сюда больше не пойду и коллегам, и друзьям скажу, что обманывают. Жалко потраченного времени. \nОбходите этих ребят, есть лучше и где делают качественно\n
",1,0.75
"Отличный дом, очень красивый, прекрасно подходит для дружеских посиделок. Спасибо большое администратору Анастасии, добрая, отзывчивая. Всë объяснила, рассказала. Мы остались довольны
",5,0.75
"Очень красиво - это первое на что стоит обратить внимание !! Просто потрясающая локация снаружи , будто попадаешь в старую Европу ))\nВторое-пиво ! Собственная пивоварня , вкусно , хочется пить и пить )) \nТретье -еда тоже очень даже ничего )) \nЕдинственное немного высокопарное обслуживание , но мы особо не обратили внимание на это )) девушки наверное устают в такой суматохе 
",4,0.75
"Хорошее место. Отдохнули всей семьёй. Всём понравилось. \n
",5,0.75
"Если есть рай на земле, то это ресторан Оджахури! Потому что вкуснее еды я в жизни не ел!!! Я сам родился в Грузии, и каждый год приезжаю в Батуми, там есть хорошие рестораны, где отличная кухня, и вот когда я прихожу в оджахури такое чувство, что я опять попадаю в Грузию ! Это лучшее заведение и если вы хотите понять настоящую грузинскую еду, кушайте тут!
",5,0.75
"Отдыхаем тут с 26.06.2023. Сказать, что мы в восторге, это ничего не сказать. Номера шикарные, есть все, отличная посуда и плита. Все удобно, нет перебоев со светом и водой. Уборка прекрасная. Хозяйка, милая и очень тактичная, все пожелания выполняет сразу. Разрешает постирать белье в машинке. До моря реально мерили, 14 шагов. На территории отличный магазин и кафе. В кафе комплексные обеды, пицца, салаты, картошка фри, да и всего много. Короче, все рекомендую, тут отлично, единственный минус, маленьким детям  тут скучно, нет детской площадки, парка, батута и тд. Тут нет ничего, только море, горы и тишина..... 
",5,0.75
"Парк вокруг Собора Александра Невского открыт недавно, но стал любимым местом для отдыха горожан. До этого был почти заброшенный сквер. А сейчас там замечательное место для прогулок, для детей поставлены качели, ""сухой"" фонтан, где детвора бегает с удовольствием. Прогулочные деревянные дорожки, красивое озеленение.
",5,0.75
"Много лет посещаю данное место, всегда вкусно и атмосферно, приятный персонал и настоящая грузинская кухня, очень очень вкусно , так же работает доставка, все привозят во время горячее и вкусное!
",5,0.75
"Очень хороший магазин!!!  Приветливые люди, качественые запчасти. Сергей сделал скидку на запчасти,  посоветовались подсказал что по лучше как правильно поступить,  идет на встречу приятно работать с такими людьми)  Рекамендую не пожелеете😉
",5,0.75
"Очень люблю эту сеть кафе, удобно расположены и предлагают посетителям хороший ассортимент для обеда или просто перерыва на кофе, в залах достаточно столиков и есть туалеты. Оформление приятное и в меру яркое, напитки и еда вкусные.
",5,0.75
"Быстро, вежливо, была проведена грамотная оценка состояния скола зуба. Мне понравилось, что был осторожный осмотр, быстрый рентгеновский снимок. Получила рекомендации, записали на следующий прием. Планирую проходить протезирование в данной клинике.
",5,0.75
"Нормальный магазин, только кассы не всегда все работают.
",5,0.75
"Облепиховый чай- пюре из облепихи залитое водой, хачапури подгорело, горчило. Шашлык из курицы - запеченное в духовке мясо. Не советую. 1 звезда- вежливый персонал. 2 звезда- живая музыка.
",2,0.75
"Как-то  аптека стала не сильно привлекательна.\nИнтернет заказы приходят в рассыпную,  хотя бы пакет давали.  Цены пока радуют но ассортимент упал, приходится искать в других аптеках.
",3,0.75
"Отличный магазинчик, круглосуточный, всегда свежие овощи,орехи, фрукты, молоко.
",5,0.75
"Не очень вежливо. Любимого продукта не оказалось. Предложили сходить за ним в другой магазин. Полки пустые.
",4,0.75
"Очень внимательный ресепшен. Персонал высоко квалифицирован, грамотно ориентируег клиентов в проблемах или достоинствах их внешности.  Все очень корректны и приятны в общении.
",5,0.75
"Очень там понравилось! Шикарная баня, отличная комната для большой комрании. Особенно понравился чан. Администратор всегда на связи, можно позвонить или в ватсапе обратиться ( продлить время или попросить добавить дров для Чана, либо по другим вополсам). В общем советую всем
",5,0.75
"Отличное заведение! Больше похоже на ресторан чем на придорожное кафе. Два раза обедал там. Хороший вежливый персонал. А шурпа и баранина на косточке просто вещь.. Смело рекомендую.
",5,0.75
"Часть езжу на автобусе маршрута 81,езжу по городу, еду с работы с пересадками, сажусь на остановке Электросети в сторону Донской, во первых водители высказывают недовольство, Но это, если ты платишь наличными, было такое что сдачу швыряли, а когда расплачивается картой, Всегда,, выходя из автобуса или придя домой, обнаруживает, что с тебя за проезд сняли!!! 48 руб, до каких пор это будет продолжаться? 3 марта, так же села в автобус 81 на остановке Электросети, в 16 часов 46 или 48 минут, придя домой получила смскиу о снятии 48 рублей, господа, ваши водители не знают тарифов? Поработайте с ними и расскажите об этом, 
",1,0.75
"Отличный отель! Останавливались на Рубинчтейна 4. Месторасположение отличное, все достопримечательности в шаговой доступности.Сервис отличный, очень чисто и уютно. Жили как во дворце. 
",5,0.75
"Вежливый персонал, чистые номера, всё функционирует. Огромный плюс наличие охраняемой парковки. Минус - слышимость, плохо, если попадутся громкие соседи. 
",4,0.75
"Был в первой половине июля 2023г. Чистый просторный пляж, чистая вода. Все доступно, удобно и продумано. Отличный пляж. С парковой проблем не было. К слову, здесь курсирует речной трамвайчик, можно на нем ездить из Набережных Челнов и Елабуги.
",5,0.75
"На троечку. Ничего особенного, ничего запоминающегося. Всё как везде. А сотрудники контрольного входа нервные, некультурные людишки. Пожелаем им здоровья и быстрейшего выздоровления 😅
",3,0.75
"Неплохая беседка, вернее несколько, есть баня, чан, большая беседка вообще огонь, внутри туалет, кухня, камин, и большой зал, чел, 50 войдёт спокойно, хороший вид, рядом форелевое хозяйство, свежая рыба!!!
",5,0.75
"Очень классное заведение🤩 Рисуют абсолютно на любом объеме стаканчиков\nПриятный персонал, ребята улыбчивые и классные. Вкусный кофе делают и еда радует вкусовые сосочки\nВсем рекомендую туда зайти🥰
",5,0.75
"Крутое место. Девочкам и ребятам официантам  большое спасибо за оказанное гостеприимство. Очень внимательные и ПРИЯТНЫЕ ребята. 👍👍👍\n\n\n
",5,0.75
"Хороший гостевой дом, чисто, уютно, есть парковка, сравнительно недалеко от парка Лога, минус один - очень большая слышимость.
",4,0.75
"Потрясающий торт во всех отношениях. Рекомендую к регулярному употреблению! 
",5,0.75
"Очень нравится это кафе, частенько хожу туда на бизнес ланч, готовят вкусно и не дорого, приятная атмосфера, уютно и чисто, обслуживание вежливое и быстрое.
",5,0.75
"Отличное отделение, лучший курс обмена. Лайфхак проверяйте свободна ли касса, обменять можно и у девочек и в кассе.
",5,0.75
"Рассматривали много разных вариантов кухонь.\nНо нечаянно наткнулись на Кухни экспресс и влюбились.\nВ тц горки дизайнер Вера провела с нами целый день (придумывали очень много вариантов), в итоге прлучилась кухня мечты.\nИзготовили и доставили в срок, как мы и рассчитывали.\nСборщики отдельная песня, ставлю твердую пятерку, все сделали ооооочень быстро и качественно.
",5,0.75
"Все хорошо, букет очень красивый, спасибо большое флористу, очень нежный, соответствует описанию. В магазине нравится разнообразие цветов, все здорово 😉
",5,0.75
"Номер с двуспальной кроватью стоил 2500 рублей в январе 2023 года. Номер 319 (кажется) чистый и хороший. Кровать большая и удобная. Есть чайник и чашки. Воды нет. Есть телевизор. Санузел в номере чистый, есть полотенца. \nНемного далековато от аэропорта Домодедово - минут 15 на машине. Из города можно добраться от метро на автобусе, но он ходит не часто - см. 2гис. Есть бесплатный трансфер на микроавтобусе. \nЗа эту цену рекомендую. Но если будет дороже и нужно переночевать, то можно найти и подешевле.
",4,0.75
"Очень хороший магазин, большой ассорттмент мужских костюмов! Сыну взяли на свадьбу костюм шикарный и акксессуары. Советую, не пожалеете!!!
",5,0.75
"Спасибо вам за отлично сделанную работу! Замерщик опытный и пунктуальный проффесионал. Вся информация касательно материалов, светильников и других моментов была оговорена и согласована заранее. Цены хорошие. Работы монтажником были произведены примерно за 3.5 часа (ванная и туалет), в удобное для нас время. 
",5,0.75
"Приехал к указанному времени. Сразу загнали в бокс. Нашли проблему. Поставили запчасти, которые были в наличии. Проблема устранена. Никаких проблем с сервисом не было. Все сделали как нужно
",5,0.75
"Купили 3 телефона очень сильно логает покупали за 6200 каждый. покупали у работника Айнур пришли разбираться почему новые телефоны логают он ответил а что вы хотели от телефона за 6200 на телефонах очень плохой звук не работает экран ели ели 
",1,0.75
"Хороший пар. Хорошее состояние бань . Ухоженная территория в лесном массиве. Нам нравится. Персонал приятный- особенно, пожилой мужчина-истопник, хороший ответственный дядечка.
",5,0.75
"Очень хороший бассейн есть как детский так и глубокий взрослый вода тёплая желание вернуться туда огромное. Теперь к пару минусов \nВо-первых очень громкая музыка прям оглушает но в какой то степени это хорошо\nВо-вторых в раздевалках дверки закрываются не до конца и остаётся дырка в которую посмотреть может любой желающий\nНа этом все очень понравилось ☀️💗
",4,0.75
"Отличный магазин, есть всё для кондитера, цены приемлемые, берем украшения на торт и не только, есть упаковочная бумага, есть парковка, оплата картой и наличными, брали шарики на торт и конфеты 🍬
",5,0.75
"Очень классный ресторан Петергофа!\nВнутри уют, обслуживание на высшем уровне, еда вкусная, напитки восхитительные!
",5,0.75
"Качество на высоте! Быстро и качественно решили мою проблему с авто!
",5,0.75
"отличный ресторан для посиделок с родными! приятно удивлена обслуживанием официантов и обалденным кальяном) блюда-высший класс,особенно понравились хачапури(мы ели двух видов) и салат с баклажанами (это отдельный вид искусства 😂😍)\nв общем-советую! приходите обязательно с семьей,вам точно понравится.\nофициант Арина очень внимательна и подняла нам настроение) кальянщица Юлия-просто бомба,красивая и очень милая.\nпридем еще:)
",5,0.75
"Отличный недорогой отель для проживания. Чисто, аккуратно. Вежливый персонал. В коридорах и местах общего пользования отличная вентиляция.Проблемы возникли лишь при принятии душа. Переключатель перескакивает с ледяного душа сразу на кипяток, и поскольку в других душевых кабинках тоже настраивают  воду, добиться комфортной температуры -та ещë задача. \nА в целом, рекомендую, хороший отель.
",5,0.75
"Хороший завтрак, средний ценик, каша лучшая. В стране:) Персонал приветливый, с юмором- обещали посуду убрать своими силами. Могут и налить, хотя бар скромный
",4,0.75
"Раньше, год назад,  была проблема- не знали что выбрать, хотелось купить всё, а сейчас проблема - нечего купить- такой хлам выставляют, без слез не взглянешь, да и цены взлетели. Жаль, хороший был магазин, и одежду и аксессуары, и товары для дома по приемлемым ценам...а сейчас не на что посмотреть.
",2,0.75
"13.07 в вашем салоне маме делали маникюр с покрытием. Глядя на фото, которые вы выставляете складывается ощущение, что делаете красиво, а по факту? Вы можете про первое фото сказать, что дизайн выполнен красиво? Вы если не умеете даже линии ровно и красиво начертить, то предупредите клиента об этом, чтобы не рисовать не пойми что и за это еще и деньги брать! Сегодня (15.07) по факту прошло два дня и уголок отломился, как это называется? Я в полном шоке, если не умеете делать, не беритесь лучше. 
",1,0.75
"Хорошее место! Приятный персонал, кальян забили именно так, как и хотелось. Чаек и печеньки тоже добавляют плюсик. Довольно тихо, спокойно. Для интровертов самое то, ещё приставки есть и настолки. Очень понравилось! 
",5,0.75
"Ходим в клуб Ск София. Очень просторный зал , замечательный коллектив, а летние сборы это вообще выше всяких похвал. Моя дочь с удовольствием ходит на занятия, и очень здорово , что есть возможность гибкого расписания, удобное время, нас всё устраивает ) 
",5,0.75
"Именно этот Перекрёсток самый достойный из всех, находящихся со мной рядом. Есть 2 магазина ближе к дому, но этот самый компактный и  простой.
",5,0.75
"Сдавала анализ на антитела 18.10.2022, анализ оказался отрицательный, хотя такого не должно было быть, перездала в станции переливания крови, так и оказалось, мои сомнения подтвердились. А сколько это стоит у них!!! Не советую обращаться в эту лабораторию  Гемотест! 
",1,0.75
"Лучший ресторан в районах Жулебино и Люберцы! Часто бываю, кухня шикарная, повару отдельный респект! Официанты профессиональные, супер внимательные! \nНа входе Катерина супер вежлива и обходительна!
",5,0.75
"Качество на высоте! Вежливый персонал, ребята-мастера профессионалы. Спасибо всем сотрудникам салона.
",5,0.75
"Образ любой организации, создают люди.\nЗдесь работают знающие своё дело люди.\nНужно было сделать одну непростую операцию. Девушка менеджер, к своему стыду не запомнил её имя, сделала всё,  бысто, чётко, по деловому. Молодец! \nНу и поделюсь общим мнением от помещения. Всё удобно. Зона банкоматов отделена от зоны менеджеров. Но, в тоже время, находится внутри помещения. Мне  понравилось.
",5,0.75
"Приходила консультироваться по дебетовой карте, объяснили подробно, не осталось никаких вопросов. Обслуживание быстрое, персонал вежливый)
",5,0.75
"Это фантастика! Непередаваемый восторг. Наверное даже хорошо, что пляж труднодоступен. Большие толпы все загадят. Проезд на УАЗе до озера стоит 2500 за машину, позже Вас доставят обратно. На площадке отъезда есть места для парковки авто, душевые кабинки (50р.) с человека и кафешка. Передать ощущение от купания словами невозможно, надо окунуться в это чудо -озеро!\n
",5,0.75
"Местечко просто бомба, обожаю сюда ходить что бы прикупить интересных импортных продуктов из Азии. Но есть одно огромное НО, из-за которого вспоминая этот магазин у меня только отвращение и ощущение стревозности. Очень грубый персонал, две реально в край обнаглевшие дамы на кассе, которые видно когда понимают что перед ними подростки, сразу чувствуют себя очень крутыми. Общаются со мной и моей подругой как с людьми которые испортили им всю жизнь своими подростковыми убогими мордами! Девушки грубят и прям намекают чтобы я побыстрее свалила из этого места. Ходить сюда продолжу, но я очень разочарована не столь в магазине, как в людях, просто обидно когда из за того что ты ещё ребёнок, к тебе относятся с презрением, хотя он им не грубит, а только улыбается вслед. В общем ужасные сотрудницы! А напитки кстати огонь.
",2,0.75
"Отличное заведение грузинской кухни, приятная атмосфера, приветливый персонал и готовят не долго, большой выбор локации, есть много места  обязательно вернусь туда ещё!
",5,0.75
"Красиво но грязно, валяются бутылки, мусор кругом.
",3,0.75
"Шаверма очень вкусная!!! \nЦена приемлемая. Соотношение цены и качества отличное
",5,0.75
"Классный магазин с хорошим выбором рюкзаков и разных полезных инструментов.
",5,0.75
"Очень люблю этот магазин. Продавцы вежливые, всегда расскажут какие акции в магазине. Всегда есть выбор товаров. Радуют ценники, в пределах разумного. Рекомендую.
",5,0.75
"Как отель-парк, возможно, это место и будет хорошим. Но приезжать сюда просто ради того, чтобы погулять - нет никакого смысла. Помимо того, что нужно заплатить за вход, все остальные развлечения в парке тоже платные. К тому же, на данный момент ландшафт и экспонаты парка выглядят весьма неаккуратно и заброшено. 
",2,0.75
"Уехали в Санкт-Петербург на небольшое время,эту гостиницу посоветовали.Отель соответствует описанию знакомых.Чисто,опрятно,мебель классическая,кровати удобные ,постельное белье чистое,белое.Рады были оставаться)
",5,0.75
"По наличию ассортимент не очень , в основном ширпотреб китайский и другие поставщики днищевого уровня . Даже на газ и ладу не самые топовые . Персонал из техников по подбору молодцы . Знают свою работу , а вот на кассе точно из СССР . Заехать если только в экстренных случаях антифриз , смазки или мелочь какую . 
",3,0.75
"Салон очень понравился. Менеджер девушка очень приятная в общении всё рассказала показала. Мебель на высшем уровне. Буду советовать своим знакомым.
",5,0.75
"Купил сегодня в магазине ""Тройка"" пельмени ""Татарские"" мало того что пельмени оказались слегка изувеченые при лепке но и вкус оказался еще тот. Тесто местами толстое и жесткое. Дату производства не нашел. Срок годности не нашел. Покупаем полуфобрикаты крайне редко в виду особеностей ребенка и бабушки. Нареканий к данному производителю не бы. Теперь эту продукцию буду обходить стороной. Мои съели по паре штук и отказались. Так и не понял толи просрочка толи просто тухлятина. Продукцию оценила только Барбоска.
",1,0.75
"Альфа банк один из первых ввел новый стандарт обслуживания клиентов. Мне нравится. Ребята молодые, отзывчивые. Стараются всё объяснять, ответить на все вопросы. У меня были вопросы по приложению, так очень дружелюбно разбирались в трое, два менеджера и я))). На всё задачки нашли отгадки. Спасибо.
",5,0.75
"Отличная кухня! Уютная атмосфера! С удовольствием хожу в данное заведение и могу порекомендовать друзьям)
",5,0.75
"Блюда как в всех, вау сказать не чего. Посидеть в компании можно.
",5,0.75
"Отличие место👍рекомендую, все рядом, номера чистые, небольшие, но на море и не нужны большие. Место отличное.
",5,0.75
"Ну что , начну по порядку )\nРешил оформить резину путем рассрочки , а что удобно , не обременяешь себя платежом в 55.000 за один раз , по итогу подали документы оформили )\nНа этом всё удобства заканчиваются , далее позвонили с колл-центра и сказали ваша резина вас ожидает приезжайте , монтаж у вас будет бесплатный , так как оформляли рассрочку на другой человека , уточнили сразу момент нужно ли какие-либо документы , на что был ответ , не нужны !\nПриехал в назначенное время , на что сотрудники ответили что невозможно выдать резину , так как нужен человек на кого была оформлена рассрочка и нужно снимать сканы паспорта для банка )) Я безусловно понимаю это озабоченность в плане безопасности , мало ли кто приехал и хочет воспользоваться чужим товаром , но я уточнил специально заранее этот вопрос , на что получил ответ что не нужны документы )\nПотом предложил чтобы человек отправил документы со своей почты заверенные лично с подписями , такой вариант не устроил , тогда я предложил переоформить заказал на другой адрес , так как через всю Москву ехать не удобно , на что ответили что это невозможно ,нужно заново оформлять рассрочку 😂\nКак я понял , сервис просто на дне , даже ниже нуля ))\nВозможно мне просто не повезло , но никто альтернатив мне не предложил , сказали просто отменяйте бронь и всё 👍🏻
",1,0.75
"Хороший магазин автозапчастей, отзывчивые и ненавязчивые менеджеры, обо всех случаях отмены заказов или изменения сроков доставки сообщают по телефону, всегда ориентируются на пожелания по производителю и ценнику запчастей. Рекомендую этот магазин для всех кому нужны запчасти для своих железных коней.
",5,0.75
"Была тут впервые, работа стилиста супер, подобрали 2 комплекта одежды, мне очень нравится, спасибо за такую качественную и красивую одежду.
",5,0.75
"Хороший ассортимент товаров, есть практически всё: продукты,   хозтоввры, детские товары, одежда, сезонные товары, спортинвентарь и много-много всего. Зачастую очень хорошие скидки и акции. Большая удобная парковка. Удобное расположение. Вежливый персонал.
",5,0.75
"Крутая локация! Само здание очень красивое, с богатой историей. Это прямо настоящая гостиница, построенная по всем правилам гостиничного бизнеса. Широкие лестницы, большое лобби, номера разных категорий с исторической мебелью. Приемлемые цены. Удобно погулять по центру Москвы, поужинать в ресторане на Патриках и переночевать в Марко Поло Пресня
",5,0.75
"Привозила кота на стрижку. Прекрасный и очень красивый салон, где можно быть уверенным в добром и деликатном отношении к питомцу. Чисто, уютно, и даже в уборной потрясающий аромат)) Всё идеально от и до. От всей души рекомендую и желаю чудесной хозяйке салона Севде процветания в её таком важном деле! 
",5,0.75
"Заказывала букет, открытку и шарики к Дню рождения дочки. Изумительный букет из ирисов, нежнейшие цветы, красоту передать невозможно словами) Сервис на высшем уровне, учли все пожелания! Всё точно. Всё в срок. Обязательно буду заказывать ещё!)
",5,0.75
"Очень вкусные пиццы . Приветливый персонал. Доставка приезжает вовремя. Ожидание впосле приемлемое
",5,0.75
"Боулинг и бильярд,отдохнули супер!!!Очень вежливый и отзывчивый персонал. 😊Обязательно, ещё придём.
",5,0.75
"Единственная в Рязани заправка Лукойл. Персонал, обслуживание на отлично.
",5,0.75
"Приманки отличные! Рыба клюёт а это главное! 
",5,0.75
"Часто прогуливаясь по набережной обращал внимание на этот ресторан. Хорошее расположение, панорамные окна, внутри смотрится достаточно уютно. Но повода зайти как то не было. И тут в один день решили доехать и пообедать. Очень захотелось хинкалей. Чувствуется что туристов мало и посетителей было немного. Официантам большой респект - встретили, усадили, все вежливо и ненавязчиво. Ждали заказ совсем недолго, наслаждаясь атмосферой и видом из окон. Моя девушка взяла салат из баклажанов (любит это блюдо и берет его всегда в любом заведении) - очень вкусно на красивой посуде. На двоих взяли хачапури по аджарски. Рекомендую. Обалденный хлеб с сыром и яйцом внутри - это что то. И тут принесли разочарование года((( - я заказал хинкали с бараниной. Всё на что меня хватило - это откусить только от одного. Я не знаю как можно так испортить вкус этого блюда - кислятина, то ли травы переборщили, то ли с маринадом перемудрили... Впечатление от посещения остались двоякими... Не знаю вернусь ли сюда ещё раз, увы...
",4,0.75
